product_id,type,category,balance,interest_rate,duration_years,repricing_maturity_years
A_00137,Asset,Mortgage,1326618.993872452,0.06005929659773293,6.708875873900658,6.61411432936865
A_00138,Asset,Corporate Loan,2879482.8128760043,0.07308478799575811,1.1999477341507103,1.0048467317742993
A_00139,Asset,Corporate Loan,2155910.371151263,0.05727229197245241,1.7690259467111376,1.4558506218892242
A_00140,Asset,Corporate Loan,1478721.2385392662,0.054630881458226074,1.9530955535565306,1.7504189615593007
A_00141,Asset,Corporate Loan,306526.5072710132,0.05403244030816923,1.3415106954848015,1.0902121965308915
A_00142,Asset,Government Bond (HQLA),1645651.5326248787,0.02509281309527528,1.6387614471238063,1.534373235157145
A_00143,Asset,Mortgage,2998411.766008829,0.05235522742441806,9.715761885501584,8.450513709829156
A_00144,Asset,Government Bond (HQLA),4161566.068549259,0.022485944469710896,1.933551130266374,1.8294748307640867
A_00145,Asset,Government Bond (HQLA),947103.6775200177,0.03482241298580118,0.22634290799687723,0.2070799093981339
A_00146,Asset,Mortgage,741873.264300133,0.04604881960143234,12.952673118598902,10.786094881250236
A_00147,Asset,Retail Loan,4082144.8651453415,0.08092261699076478,3.6607888827848005,3.1913516356445615
A_00148,Asset,Mortgage,1992603.2817420452,0.05317404725710655,13.16599439471577,11.525365164758151
A_00149,Asset,Corporate Loan,1541820.4771125033,0.06508161170277438,2.369023450440628,2.0052422244110684
A_00150,Asset,Mortgage,1950261.5457973965,0.06719416332893641,10.435528611139887,9.651273582216128
A_00151,Asset,Retail Loan,4702169.011886702,0.07339622458628345,3.5108322122856714,2.9064579456242194
A_00152,Asset,Mortgage,3119360.141846142,0.06681677749152873,10.334610919763215,9.897657805893742
A_00153,Asset,Retail Loan,1593024.2355879638,0.08975785170290708,1.993956559257863,1.6085376910441493
A_00154,Asset,Corporate Loan,3824170.494416418,0.060262452461477226,2.6919140919043736,2.595682095828698
A_00155,Asset,Retail Loan,4239938.844085865,0.0758914916224147,1.5099546493279297,1.4487396883516337
A_00156,Asset,Retail Loan,1184794.4064015753,0.08880146146184298,3.889010273572265,3.6098941650913043
A_00157,Asset,Mortgage,2736485.9945706013,0.050370879805117584,7.5179905890695276,6.287442456437549
A_00158,Asset,Government Bond (HQLA),2937789.3840922965,0.029240116072882655,0.8616176918509157,0.8525333704017645
A_00159,Asset,Retail Loan,2951837.6684831465,0.08445816941738592,3.023554715537864,2.429795198768443
A_00160,Asset,Mortgage,4663985.498293881,0.060899524716306774,10.65133183589209,10.48623487417857
A_00161,Asset,Mortgage,805068.2624255937,0.05820145139148568,10.762883601668133,9.523280690759496
A_00162,Asset,Mortgage,4675116.723106624,0.05352518114212397,14.255685129067764,11.727405288481561
A_00163,Asset,Government Bond (HQLA),4202545.527907373,0.03841683765234745,0.336859094286207,0.32809377555838853
A_00164,Asset,Corporate Loan,2976813.4069374,0.05164284916466094,1.4975067596753258,1.2983974347781126
A_00165,Asset,Mortgage,72928.51387278415,0.0519450608077283,8.334991716911443,7.5638309533675985
A_00166,Asset,Government Bond (HQLA),1764412.6721115082,0.03475002496219497,0.7592110836028325,0.6760346414677845
A_00167,Asset,Retail Loan,2289575.6048568324,0.06705547946024894,1.5634280815191994,1.406574899380376
A_00168,Asset,Corporate Loan,4578487.210287095,0.06741765050834131,1.4059847477915828,1.3025785873108993
A_00169,Asset,Retail Loan,3334509.9914827175,0.09844281269877822,1.7121438674790057,1.4206214895122433
A_00170,Asset,Corporate Loan,472480.8569892871,0.06506585030993728,2.9921856296148683,2.7500490022745017
A_00171,Asset,Retail Loan,3762304.3284759303,0.09592217157762856,1.839622372382343,1.5471737923245088
A_00172,Asset,Retail Loan,230920.85584806965,0.08259364533050466,2.888267780439997,2.3485710535834894
A_00173,Asset,Mortgage,2293779.7320027365,0.05322288240814685,10.2439026932758,9.016197714353881
A_00174,Asset,Corporate Loan,818439.2173570269,0.07585356863040552,0.9548203262381778,0.9445303158332262
A_00175,Asset,Corporate Loan,1390186.1320605911,0.06226202513294289,2.1099988580975393,1.6987121227689488
A_00176,Asset,Retail Loan,3594062.5327946176,0.061083839700139336,3.6356957676406054,3.0699612640472163
A_00177,Asset,Retail Loan,3375869.0808137055,0.06416434327938295,1.0788421510174566,1.0356703588494602
A_00178,Asset,Retail Loan,3281093.2338667796,0.06397765571037381,1.952731124186906,1.6571548805297962
A_00179,Asset,Mortgage,4285697.517126114,0.05191550588855365,13.302198645669916,12.419159156312382
A_00180,Asset,Retail Loan,1501081.2647920155,0.06052007694042944,4.5853432740844795,3.7466918126336597
A_00181,Asset,Retail Loan,181334.40917540758,0.08332166243878769,1.7257417403591893,1.5260473797612688
A_00182,Asset,Mortgage,4096345.6306052823,0.04778270300293878,8.41817351697876,7.373802128589324
A_00183,Asset,Corporate Loan,1376915.0220732375,0.062282349565737215,2.0603722696228353,1.8757823562884446
A_00184,Asset,Corporate Loan,1507605.5097324925,0.07290817382479282,2.8711332674053915,2.3773633339532894
A_00185,Asset,Mortgage,2462784.4313350925,0.06399565767841946,13.945522268940914,12.342382694278752
A_00186,Asset,Retail Loan,1379952.928955483,0.08533912879304589,3.1665368586434677,2.696551659177672
A_00187,Asset,Retail Loan,4182904.6721565304,0.08102760729210744,4.9376087228142085,4.119624006117586
A_00188,Asset,Retail Loan,141033.84890996033,0.06471004331560565,4.657195226241996,4.262746136516565
A_00189,Asset,Retail Loan,2793181.1124531776,0.09318967214828808,3.605681553407457,3.0334031170895885
A_00190,Asset,Retail Loan,727583.868840596,0.09495560310250062,4.60007456739242,4.2296886174180655
A_00191,Asset,Corporate Loan,3341931.5390039645,0.0774323583777488,0.938428196558624,0.8293397709361745
A_00192,Asset,Corporate Loan,2618642.6411500457,0.05498850106268238,0.6174149169376376,0.5850665263467244
A_00193,Asset,Retail Loan,3035602.941858622,0.07557182456167906,1.9813964387252838,1.699520499364179
A_00194,Asset,Corporate Loan,3609277.2306620153,0.06699213920890693,1.2428042890579376,1.1125709275785096
A_00195,Asset,Mortgage,4687307.209657552,0.0464482113577227,12.325720972102502,9.937447702042158
A_00196,Asset,Retail Loan,2995635.756966261,0.07985464988804945,1.2057032539370014,1.1084856761552258
A_00197,Asset,Corporate Loan,3866015.4085418186,0.05225413345207427,0.7664956328344295,0.7248272065693829
A_00198,Asset,Corporate Loan,3457591.8623172934,0.05739206099717321,1.5870683465093656,1.5296489493941288
A_00199,Asset,Mortgage,3488747.5307294126,0.057706920006072616,7.721451372299627,6.734609576218085
A_00200,Asset,Retail Loan,4590702.198538102,0.09800949415283211,1.5472745236758456,1.3758382929227162
A_00201,Asset,Retail Loan,2732409.6895228727,0.08928899545638246,4.491783343505633,4.318006260701075
A_00202,Asset,Mortgage,3476768.99436337,0.04749004026577558,13.491956515653193,12.114225277952233
A_00203,Asset,Retail Loan,4938956.639583402,0.061577072454740235,4.776237358746453,4.494988786671843
A_00204,Asset,Government Bond (HQLA),943847.958380301,0.03830976595176084,1.1790959380499961,0.9512818635327265
A_00205,Asset,Mortgage,1521877.5864941264,0.06913174735496104,14.243961953765304,14.0851887520417
A_00206,Asset,Corporate Loan,4317111.1223971015,0.05957301419729767,2.611373496337676,2.522020377050392
A_00207,Asset,Retail Loan,3001535.8984861625,0.06482267543109115,1.9200353491508122,1.565578852792332
A_00208,Asset,Mortgage,1732381.0706519275,0.04196069022396827,12.247667715287616,10.570448430548112
A_00209,Asset,Corporate Loan,3964079.6659528697,0.06877674129311027,1.296881257330175,1.2673065930839607
A_00210,Asset,Corporate Loan,1203149.4000304872,0.07610296621702789,0.5610019538913451,0.45118799932211306
A_00211,Asset,Mortgage,2668238.8134346996,0.06396349707320997,14.390676985128962,14.384731075528618
A_00212,Asset,Corporate Loan,3847582.030209078,0.06439626860911726,1.5048272840231054,1.3927192956033962
A_00213,Asset,Mortgage,4921213.172536511,0.05253300346502002,12.682734138645182,11.214979078383465
A_00214,Asset,Mortgage,1231946.8715530965,0.0506386647292233,6.104741131313947,5.234496842424721
A_00215,Asset,Retail Loan,1206358.3676970543,0.06071495738933655,1.1683727585454475,1.1655037934709558
A_00216,Asset,Corporate Loan,1952416.9034404242,0.056547616635951925,2.199118206732675,2.1771099524489936
A_00217,Asset,Mortgage,492584.4614456846,0.06637354922686495,9.175807757849284,9.07438209012546
A_00218,Asset,Corporate Loan,3086386.376593003,0.0797350587841093,0.9175848652301881,0.7765835815624657
A_00219,Asset,Government Bond (HQLA),3265750.9125122237,0.03025377022033017,1.2546999102698324,1.0616442066287122
A_00220,Asset,Retail Loan,1141406.734897368,0.09118337894267013,1.745753048577018,1.5188488865764422
A_00221,Asset,Retail Loan,4847058.019197016,0.09711009132780853,4.535143539853703,4.5305247888079405
A_00222,Asset,Retail Loan,2011397.9935681608,0.0878408247221517,4.032953902816365,3.350494141473248
A_00223,Asset,Mortgage,1160980.8305914702,0.056109232686802415,7.238176148226231,6.648901657321391
A_00224,Asset,Corporate Loan,502859.8451188866,0.057968001277661184,2.693652156575951,2.2246953546651986
A_00225,Asset,Mortgage,4780474.916237279,0.06428548224174635,13.621276172654506,12.682067333763854
A_00226,Asset,Corporate Loan,480584.4615614802,0.06118065551036942,1.5211330326767467,1.2959304383095183
A_00227,Asset,Mortgage,2504584.8886399153,0.046605496058494345,5.810462159076479,5.442379565481476
A_00228,Asset,Retail Loan,4263474.224541405,0.07922346309306592,2.9805861080558973,2.7376133690967834
A_00229,Asset,Mortgage,1771655.5791158555,0.056971958919873736,11.780161525590636,10.053256451371476
A_00230,Asset,Mortgage,3997258.806954294,0.06551745187282726,11.584518346584254,11.277051793848395
A_00231,Asset,Mortgage,4193215.9754001764,0.06040422315280902,11.974714616692836,11.061310635907443
A_00232,Asset,Mortgage,835095.2712007149,0.06615530583235696,13.808707591989284,11.127739509448304
A_00233,Asset,Mortgage,687905.8439935538,0.06230524768874823,8.35118854259142,6.9494580744705
A_00234,Asset,Mortgage,4169064.1808908223,0.04019157615150501,10.074677337608362,8.638105185152032
A_00235,Asset,Corporate Loan,4906871.581235746,0.0577941074319248,2.079533817541671,1.927314314055322
A_00236,Asset,Corporate Loan,3910234.705998161,0.07283083707506084,0.7674515970673961,0.6970404577027541
A_00237,Asset,Government Bond (HQLA),1742267.221891496,0.03864056211020035,1.3019815969545014,1.0682784334341364
A_00238,Asset,Government Bond (HQLA),3455034.325389026,0.026019271338936327,0.22889041229982662,0.21553109010971086
A_00239,Asset,Retail Loan,2931743.7778725526,0.08483662071069908,2.383532227811827,1.9286313046010184
A_00240,Asset,Mortgage,4868770.397428115,0.06248955495228775,14.688778552856915,12.133184437096057
A_00241,Asset,Mortgage,171705.23647106747,0.049708306574486244,5.2212355152899725,4.687252648241066
A_00242,Asset,Mortgage,3432312.114202201,0.04820879998844998,9.459027063767483,9.453587177601468
A_00243,Asset,Corporate Loan,2284365.7704318934,0.07384428646249788,0.909059552979173,0.8533673331990419
A_00244,Asset,Retail Loan,457786.1757984213,0.0861804485712454,3.7219972082988524,3.181012005964762
A_00245,Asset,Government Bond (HQLA),797736.5643154562,0.03887231840335198,0.9214361219809436,0.8144992798243295
A_00246,Asset,Corporate Loan,2018092.2699158317,0.07951932943879485,1.1855380058716751,1.0454866090137802
A_00247,Asset,Mortgage,1188275.2991608765,0.04093402248653534,7.131047040250833,6.634250989465938
A_00248,Asset,Corporate Loan,4328573.336706203,0.07904580283744166,1.683024766728893,1.408868620940815
A_00249,Asset,Mortgage,3894154.4213191215,0.06534349684350664,12.70921844644052,12.101778785927726
A_00250,Asset,Corporate Loan,699662.1445278185,0.0776254354344706,0.5813154487281298,0.5367460298412969
A_00251,Asset,Mortgage,2433535.6399871227,0.043755573766076514,6.173081889623945,5.784875643448757
A_00252,Asset,Corporate Loan,1042597.3971666668,0.05192626811225402,1.7289863668535923,1.5844332174446074
A_00253,Asset,Retail Loan,3997917.548154081,0.07820880596327205,2.241447835694295,1.7983676353607583
A_00254,Asset,Retail Loan,1992843.10421309,0.08400082192477215,2.919755338868494,2.5061209453617233
A_00255,Asset,Mortgage,4307605.866086563,0.04118856476045071,12.798509888933499,11.468762494382913
A_00256,Asset,Retail Loan,1248122.828519511,0.06569982171606052,4.946650373068586,4.450885352532799
A_00257,Asset,Corporate Loan,3527201.6041933144,0.05029312542257551,1.8991217087172854,1.6432953184823103
A_00258,Asset,Corporate Loan,484939.1707669251,0.050996093263741,1.376567328022952,1.1228875807921108
A_00259,Asset,Corporate Loan,706942.9825131487,0.07068394907411797,1.9188521206538953,1.8423231935936695
A_00260,Asset,Retail Loan,879038.7821823953,0.08545720998174547,1.418271361337601,1.3350119471413904
A_00261,Asset,Retail Loan,4684250.618906264,0.08165185341204281,1.2078851346058896,1.1376008398808501
A_00262,Asset,Mortgage,3584730.314055518,0.050183505776284186,13.017280830697919,12.53518613126708
A_00263,Asset,Retail Loan,4479342.447499611,0.09269191079849975,3.190369504614945,2.840908095953342
A_00264,Asset,Corporate Loan,2655693.1716337604,0.05244889946091769,2.3289738043883297,1.8912907280415172
A_00265,Asset,Retail Loan,839746.1665602823,0.06876855949432177,4.487134266368807,4.465475098844003
A_00266,Asset,Corporate Loan,951483.6826590615,0.06976123326502628,2.4742462678561976,2.225928792704183
A_00267,Asset,Corporate Loan,3610048.802447706,0.07989001748170226,1.0711368533282468,1.065736858732157
A_00268,Asset,Mortgage,1037735.1320992684,0.04216595226937528,11.802282424312914,9.514179837059292
A_00269,Asset,Retail Loan,2339983.6358596156,0.08908676279065232,4.4730900216335225,4.2429106431031745
A_00270,Asset,Corporate Loan,1762378.2131074665,0.07962948691208174,1.4275969074615067,1.1535294774934537
A_00271,Asset,Mortgage,2914443.2724333475,0.0617577298124541,9.386154191895905,8.422513298440528
A_00272,Asset,Mortgage,4508474.22685573,0.04830483391705155,9.217209268734553,8.465730802797383
A_00273,Asset,Government Bond (HQLA),1092777.8355780495,0.03263120440185041,1.2836365087706174,1.2151193351419793
